"id","pmid","title","author","refrence","link"
"3690","3690_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3691","3691_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3692","3692_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3693","3693_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3694","3694_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3695","3695_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3696","3696_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3697","3697_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3698","3698_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3699","21945677","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ncbi.nlm.nih.gov/pubmed?term=21945677"
"3700","21945677","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ncbi.nlm.nih.gov/pubmed?term=21945677"
"3701","3701_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3702","3702_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3703","3703_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3704","3704_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3705","3705_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3706","3706_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3707","3707_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3708","3708_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3709","19540110","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ncbi.nlm.nih.gov/pubmed?term=19540110"
"3710","3710_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3711","3711_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3712","3712_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3713","3713_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3714","3714_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3715","3715_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3716","3716_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3717","3717_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3718","3718_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3719","3719_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3720","3720_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3721","3721_link","PURIFICATION AND CHARACTERIZATION OF ACE INHIBITORY PEPTIDE FROM AQUATIC RESOURCES: A REVIEW ","Sunantha Ketnawa and Saroat Rawdkuen","IJPAES 3(1)","http://www.ijpaes.com/admin/php/uploads/297_pdf.pdf"
"3722","3722_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3723","3723_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3724","3724_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3725","3725_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3726","3726_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3727","3727_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3728","3728_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3729","3729_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3730","3730_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3731","3731_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3732","3732_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3733","3733_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3734","3734_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3735","3735_link","BIOLOGICALLY ACTIVE PEPTIDES DERIVED FROM PROTEINS – A REV","Anna Iwaniak, Piotr Minkiewicz","Pol. J. Food Nutr. Sci. 2008, Vol. 58, No. 3, pp. 289-294","ND"
"3736","17311982","Milk peptides and blood pressure.","Jauhiainen T1, Korpela R.","J Nutr. 2007 Mar;137(3 Suppl 2):825S-9S.","http://www.ncbi.nlm.nih.gov/pubmed?term=17311982"
"3737","17311982","Milk peptides and blood pressure.","Jauhiainen T1, Korpela R.","J Nutr. 2007 Mar;137(3 Suppl 2):825S-9S.","http://www.ncbi.nlm.nih.gov/pubmed?term=17311982"
"3738","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3739","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3740","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3741","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3742","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3743","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3744","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3745","24262574","Novel angiotensin I-converting enzyme inhibitory peptides derived from edible mushroom Agaricus bisporus (J.E. Lange) Imbach identified by LC–MS/MS","Ching Ching Lau, Noorlidah Abdullah, Adawiyah Suriza Shuib, Norhaniza Aminudin","Food Chemistry, 148, 1 April 2014, 396–401","http://www.ncbi.nlm.nih.gov/pubmed?term=24262574"
"3746","23566262","Purification and identification of an ACE inhibitory peptide from walnut protein.","Liu M, Du M, Zhang Y, Xu W, Wang C, Wang K, Zhang L.","J Agric Food Chem. 2013 May 1;61(17):4097-100.","http://www.ncbi.nlm.nih.gov/pubmed?term=23566262"
"3747","24135454","The impact of milk proteins and peptides on blood pressure and vascular function: a review of evidence from human intervention studies.","Fekete ÁA1, Givens DI, Lovegrove JA.","Nutr Res Rev. 2013 Dec;26(2):177-90.","http://www.ncbi.nlm.nih.gov/pubmed?term=24135454"
"3748","24135454","The impact of milk proteins and peptides on blood pressure and vascular function: a review of evidence from human intervention studies.","Fekete ÁA1, Givens DI, Lovegrove JA.","Nutr Res Rev. 2013 Dec;26(2):177-90.","http://www.ncbi.nlm.nih.gov/pubmed?term=24135454"
"3749","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3750","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3751","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3752","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3753","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3754","19443002","ACE inhibitory tetrapeptides from Amaranthus hypochondriacus 11S globulin.","Vecchi B1, Añón MC.","Phytochemistry. 2009 May;70(7):864-70.","http://www.ncbi.nlm.nih.gov/pubmed?term=19443002"
"3755","3755_link","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.sciencedirect.com/science/article/pii/S175646461300176X"
"3756","3756_link","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.sciencedirect.com/science/article/pii/S175646461300176X"
"3757","3757_link","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.sciencedirect.com/science/article/pii/S175646461300176X"
"3758","3758_link","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.sciencedirect.com/science/article/pii/S175646461300176X"
"3759","3759_link","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.sciencedirect.com/science/article/pii/S175646461300176X"
"3760","22100519","Angiotensin-I converting enzyme (ACE) inhibitory tripeptides from rice protein hydrolysate: Purification and characterization","Jiwang Chen, Shanshan Liua, Ran Yeb, Guangxia Caia, Bo Jic, Yongning Wu","Journal of Functional Foods 5(4), October 2013, Pages 1684–1692","http://www.ncbi.nlm.nih.gov/pubmed?term=22100519"
"3761","14609094","Engineering production of antihypertensive peptides in plants","Sergio Rosales-Mendoza•Luz Mar? ?a Teresita Paz-Maldonado•Dania O. Govea-Alonso•Schuyler S. Korban","Plant Cell Tiss Organ Cult (2013) 112:159–169","http://www.ncbi.nlm.nih.gov/pubmed?term=14609094"
"3762","3762_link","Engineering production of antihypertensive peptides in plants","Sergio Rosales-Mendoza•Luz Mar? ?a Teresita Paz-Maldonado•Dania O. Govea-Alonso•Schuyler S. Korban","Plant Cell Tiss Organ Cult (2013) 112:159–169","http://download.springer.com/static/pdf/423/art%253A10.1007%252Fs11240-012-0231-9.pdf?auth66=1404647226_6c74dab1b6aa250c6a3e4b01b0121a6b&ext=.pdf"
"3763","3763_link","Engineering production of antihypertensive peptides in plants","Sergio Rosales-Mendoza•Luz Mar? ?a Teresita Paz-Maldonado•Dania O. Govea-Alonso•Schuyler S. Korban","Plant Cell Tiss Organ Cult (2013) 112:159–169","http://download.springer.com/static/pdf/423/art%253A10.1007%252Fs11240-012-0231-9.pdf?auth66=1404647226_6c74dab1b6aa250c6a3e4b01b0121a6b&ext=.pdf"
"3764","3764_link","Engineering production of antihypertensive peptides in plants","Sergio Rosales-Mendoza•Luz Mar? ?a Teresita Paz-Maldonado•Dania O. Govea-Alonso•Schuyler S. Korban","Plant Cell Tiss Organ Cult (2013) 112:159–169","http://download.springer.com/static/pdf/423/art%253A10.1007%252Fs11240-012-0231-9.pdf?auth66=1404647226_6c74dab1b6aa250c6a3e4b01b0121a6b&ext=.pdf"
"3765","3765_link","Engineering production of antihypertensive peptides in plants","Sergio Rosales-Mendoza•Luz Mar? ?a Teresita Paz-Maldonado•Dania O. Govea-Alonso•Schuyler S. Korban","Plant Cell Tiss Organ Cult (2013) 112:159–169","http://download.springer.com/static/pdf/423/art%253A10.1007%252Fs11240-012-0231-9.pdf?auth66=1404647226_6c74dab1b6aa250c6a3e4b01b0121a6b&ext=.pdf"
